"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","COVID-19 rapid test kits demand and usage","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Average percent of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387528","1.85.4","74.27","C","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses that don’t know the percentage of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387529","1.85.5","38.27","E","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses that plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387530","1.85.6","55.27","D","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses that do not plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387531","1.85.7","32.24","E","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses that don’t know if they will be using COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387532","1.85.8","","F","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses for which, lack of awareness, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387533","1.85.9","0.00","A","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses for which, difficulty procuring, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387514","1.85.10","","F","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses for which, cost of tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387515","1.85.11","","F","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses for which, cost of administering tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387516","1.85.12","","F","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses for which, low perceived risk, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387517","1.85.13","49.09","E","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses for which, not needed, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387518","1.85.14","","F","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses for which, other, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387519","1.85.15","","F","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits less than once a week","Percent","239","units","0","v1331387520","1.85.16","35.84","E","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses that, on average, test employees using COVID-19 rapid test once a week","Percent","239","units","0","v1331387521","1.85.17","","F","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits twice a week","Percent","239","units","0","v1331387522","1.85.18","","F","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits more than twice a week","Percent","239","units","0","v1331387523","1.85.19","","F","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses for which personal protective equipment (PPE) is essential","Percent","239","units","0","v1331387525","1.85.20","47.59","D","","","2"
"2022-01","Canada","2016A000011124","Management of companies and enterprises [551]","Percent of businesses expecting to have shortages of COVID-19 rapid test kits within the next 3 months","Percent","239","units","0","v1331387526","1.85.21","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses that used COVID-19 rapid test kits to test on-site employees","Percent","239","units","0","v1331387534","1.86.1","33.29","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses that did not use COVID-19 rapid test kits to test on-site employee","Percent","239","units","0","v1331387545","1.86.2","63.18","C","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses for which use of COVID-19 rapid test kits is not applicable","Percent","239","units","0","v1331387548","1.86.3","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Average percent of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387549","1.86.4","79.19","B","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses that don’t know the percentage of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387550","1.86.5","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses that plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387551","1.86.6","24.61","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses that do not plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387552","1.86.7","41.85","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses that don’t know if they will be using COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387553","1.86.8","33.31","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses for which, lack of awareness, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387554","1.86.9","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses for which, difficulty procuring, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387535","1.86.10","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses for which, cost of tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387536","1.86.11","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses for which, cost of administering tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387537","1.86.12","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses for which, low perceived risk, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387538","1.86.13","61.46","C","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses for which, not needed, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387539","1.86.14","38.40","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses for which, other, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387540","1.86.15","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits less than once a week","Percent","239","units","0","v1331387541","1.86.16","59.56","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses that, on average, test employees using COVID-19 rapid test once a week","Percent","239","units","0","v1331387542","1.86.17","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits twice a week","Percent","239","units","0","v1331387543","1.86.18","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits more than twice a week","Percent","239","units","0","v1331387544","1.86.19","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses for which personal protective equipment (PPE) is essential","Percent","239","units","0","v1331387546","1.86.20","29.11","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support, waste management and remediation services [56]","Percent of businesses expecting to have shortages of COVID-19 rapid test kits within the next 3 months","Percent","239","units","0","v1331387547","1.86.21","49.38","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses that used COVID-19 rapid test kits to test on-site employees","Percent","239","units","0","v1331387555","1.87.1","34.64","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses that did not use COVID-19 rapid test kits to test on-site employee","Percent","239","units","0","v1331387566","1.87.2","61.54","C","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses for which use of COVID-19 rapid test kits is not applicable","Percent","239","units","0","v1331387569","1.87.3","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Average percent of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387570","1.87.4","80.48","B","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses that don’t know the percentage of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387571","1.87.5","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses that plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387572","1.87.6","25.97","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses that do not plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387573","1.87.7","39.32","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses that don’t know if they will be using COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387574","1.87.8","34.44","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses for which, lack of awareness, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387575","1.87.9","0.00","A","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses for which, difficulty procuring, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387556","1.87.10","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses for which, cost of tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387557","1.87.11","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses for which, cost of administering tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387558","1.87.12","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses for which, low perceived risk, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387559","1.87.13","61.92","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses for which, not needed, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387560","1.87.14","39.54","E","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses for which, other, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387561","1.87.15","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits less than once a week","Percent","239","units","0","v1331387562","1.87.16","60.18","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses that, on average, test employees using COVID-19 rapid test once a week","Percent","239","units","0","v1331387563","1.87.17","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits twice a week","Percent","239","units","0","v1331387564","1.87.18","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits more than twice a week","Percent","239","units","0","v1331387565","1.87.19","","F","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses for which personal protective equipment (PPE) is essential","Percent","239","units","0","v1331387567","1.87.20","29.57","D","","","2"
"2022-01","Canada","2016A000011124","Administrative and support services [561]","Percent of businesses expecting to have shortages of COVID-19 rapid test kits within the next 3 months","Percent","239","units","0","v1331387568","1.87.21","51.44","D","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses that used COVID-19 rapid test kits to test on-site employees","Percent","239","units","0","v1331387576","1.88.1","21.83","E","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses that did not use COVID-19 rapid test kits to test on-site employee","Percent","239","units","0","v1331387587","1.88.2","77.10","B","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses for which use of COVID-19 rapid test kits is not applicable","Percent","239","units","0","v1331387590","1.88.3","","F","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Average percent of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387591","1.88.4","46.85","E","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses that don’t know the percentage of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387592","1.88.5","58.31","E","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses that plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387593","1.88.6","","F","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses that do not plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387594","1.88.7","63.33","C","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses that don’t know if they will be using COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387595","1.88.8","23.65","E","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses for which, lack of awareness, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387596","1.88.9","","F","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses for which, difficulty procuring, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387577","1.88.10","","F","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses for which, cost of tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387578","1.88.11","","F","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses for which, cost of administering tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387579","1.88.12","","F","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses for which, low perceived risk, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387580","1.88.13","58.43","D","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses for which, not needed, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387581","1.88.14","","F","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses for which, other, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387582","1.88.15","","F","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits less than once a week","Percent","239","units","0","v1331387583","1.88.16","51.25","E","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses that, on average, test employees using COVID-19 rapid test once a week","Percent","239","units","0","v1331387584","1.88.17","","F","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits twice a week","Percent","239","units","0","v1331387585","1.88.18","","F","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits more than twice a week","Percent","239","units","0","v1331387586","1.88.19","0.00","A","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses for which personal protective equipment (PPE) is essential","Percent","239","units","0","v1331387588","1.88.20","24.36","E","","","2"
"2022-01","Canada","2016A000011124","Waste management and remediation services [562]","Percent of businesses expecting to have shortages of COVID-19 rapid test kits within the next 3 months","Percent","239","units","0","v1331387589","1.88.21","","F","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses that used COVID-19 rapid test kits to test on-site employees","Percent","239","units","0","v1331385791","1.113.1","63.32","B","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses that did not use COVID-19 rapid test kits to test on-site employee","Percent","239","units","0","v1331385802","1.113.2","36.68","D","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses for which use of COVID-19 rapid test kits is not applicable","Percent","239","units","0","v1331385805","1.113.3","0.00","A","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Average percent of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331385806","1.113.4","37.81","D","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses that don’t know the percentage of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331385807","1.113.5","17.84","E","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses that plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331385808","1.113.6","76.92","B","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses that do not plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331385809","1.113.7","12.91","E","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses that don’t know if they will be using COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331385810","1.113.8","","F","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses for which, lack of awareness, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331385811","1.113.9","0.00","A","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses for which, difficulty procuring, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331385792","1.113.10","0.00","A","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses for which, cost of tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331385793","1.113.11","","F","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses for which, cost of administering tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331385794","1.113.12","","F","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses for which, low perceived risk, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331385795","1.113.13","70.31","D","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses for which, not needed, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331385796","1.113.14","","F","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses for which, other, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331385797","1.113.15","49.61","E","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits less than once a week","Percent","239","units","0","v1331385798","1.113.16","58.46","C","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses that, on average, test employees using COVID-19 rapid test once a week","Percent","239","units","0","v1331385799","1.113.17","","F","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits twice a week","Percent","239","units","0","v1331385800","1.113.18","18.70","E","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits more than twice a week","Percent","239","units","0","v1331385801","1.113.19","","F","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses for which personal protective equipment (PPE) is essential","Percent","239","units","0","v1331385803","1.113.20","76.98","B","","","2"
"2022-01","Canada","2016A000011124","Elementary and secondary schools [6111]","Percent of businesses expecting to have shortages of COVID-19 rapid test kits within the next 3 months","Percent","239","units","0","v1331385804","1.113.21","42.33","D","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses that used COVID-19 rapid test kits to test on-site employees","Percent","239","units","0","v1331387597","1.89.1","34.69","B","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses that did not use COVID-19 rapid test kits to test on-site employee","Percent","239","units","0","v1331387608","1.89.2","61.94","B","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses for which use of COVID-19 rapid test kits is not applicable","Percent","239","units","0","v1331387611","1.89.3","","F","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Average percent of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387612","1.89.4","66.32","B","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses that don’t know the percentage of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387613","1.89.5","16.45","E","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses that plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387614","1.89.6","48.27","B","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses that do not plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387615","1.89.7","35.11","B","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses that don’t know if they will be using COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387616","1.89.8","16.60","C","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses for which, lack of awareness, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387617","1.89.9","","F","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses for which, difficulty procuring, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387598","1.89.10","26.52","D","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses for which, cost of tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387599","1.89.11","15.43","E","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses for which, cost of administering tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387600","1.89.12","","F","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses for which, low perceived risk, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387601","1.89.13","47.83","C","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses for which, not needed, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387602","1.89.14","22.60","D","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses for which, other, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387603","1.89.15","17.56","D","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits less than once a week","Percent","239","units","0","v1331387604","1.89.16","46.12","C","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses that, on average, test employees using COVID-19 rapid test once a week","Percent","239","units","0","v1331387605","1.89.17","26.70","D","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits twice a week","Percent","239","units","0","v1331387606","1.89.18","21.00","D","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses that, on average, test employees using COVID-19 rapid test kits more than twice a week","Percent","239","units","0","v1331387607","1.89.19","6.18","D","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses for which personal protective equipment (PPE) is essential","Percent","239","units","0","v1331387609","1.89.20","54.20","B","","","2"
"2022-01","Canada","2016A000011124","Health care and social assistance (Private businesses only) [T62]","Percent of businesses expecting to have shortages of COVID-19 rapid test kits within the next 3 months","Percent","239","units","0","v1331387610","1.89.21","33.77","C","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses that used COVID-19 rapid test kits to test on-site employees","Percent","239","units","0","v1331387639","1.90.1","30.04","C","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses that did not use COVID-19 rapid test kits to test on-site employee","Percent","239","units","0","v1331387650","1.90.2","66.32","B","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses for which use of COVID-19 rapid test kits is not applicable","Percent","239","units","0","v1331387653","1.90.3","","F","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Average percent of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387654","1.90.4","61.59","C","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses that don’t know the percentage of on-site employees tested using a COVID-19 rapid test kit","Percent","239","units","0","v1331387655","1.90.5","","F","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses that plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387656","1.90.6","41.85","C","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses that do not plan to use COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387657","1.90.7","40.24","C","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses that don’t know if they will be using COVID-19 rapid test kits to test on-site employees in the next three months","Percent","239","units","0","v1331387658","1.90.8","17.86","D","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses for which, lack of awareness, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387659","1.90.9","","F","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses for which, difficulty procuring, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387640","1.90.10","29.27","D","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses for which, cost of tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387641","1.90.11","17.31","E","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses for which, cost of administering tests, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387642","1.90.12","","F","","","2"
"2022-01","Canada","2016A000011124","Ambulatory health care services [T621]","Percent of businesses for which, low perceived risk, is a reason for not having plans to use COVID-19 rapid test kits in the next three months","Percent","239","units","0","v1331387643","1.90.13","47.30","C","","","2"
